departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,ESTACION DE SERVICIO VILLA ESTHER,AYATAWACOOP,CARRETERA NACIONAL KILOMETRO 7 VIA LA PAZ - SAN JUAN DEL CESAR,GASOLINA CORRIENTE,5517,1,05/01/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA UNION ROMA,TERPEL,CARRERA 78 N BIS B No. 53-39,BIODIESEL EXTRA,7970,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05837,TURBO,EDS LAS GARZAS,PETROMIL,VEREDA LAS GARZAS KILOMETRO 1,GASOLINA CORRIENTE OXIGENADA,8610,1,05/02/2017 12:00:00 AM
15,BOYACA,15774,SUSACON,ESTACION DE SERVICIO LAS ORQUIDEAS LTDA,TERPEL,KILOMETRO 3 VIA SOATA,GASOLINA CORRIENTE OXIGENADA,9353,1,05/01/2018 12:00:00 AM
54,NORTE DE SANTANDER,54498,OCAÑA,ESTACION DE SERVICIO TORCOROMA,TERPEL,CALLE 7 No. 56 - 148 BARRIO EL LIBANO,GASOLINA CORRIENTE OXIGENADA,6620,1,05/02/2018 12:00:00 AM
54,NORTE DE SANTANDER,54498,OCAÑA,ESTACION DE SERVICIO BOLIVAR,TERPEL,Cra. 10 No. 14 - 113,BIODIESEL EXTRA,6040,1,05/03/2018 12:00:00 AM
68,SANTANDER,68081,BARRANCABERMEJA,ESTACION DE SERVICIO BARRANCABERMEJA,TERPEL,CALLE 51 No. 1-01,GASOLINA CORRIENTE OXIGENADA,8550,1,05/01/2018 12:00:00 AM
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO AUTOMOTRIZ MANZANARES,ECOS,CALLE 32 No. 3-94 MANZANARES,BIODIESEL EXTRA,8110,1,05/07/2018 12:00:00 AM
20,CESAR,20060,BOSCONIA,ESTACION DE SERVICIO AUTOMOTRIZ LOS MARMOLES,PETROMIL,CALLE 18 No. 24-503,BIODIESEL EXTRA,7200,1,04/07/2018 12:00:00 AM
44,LA GUAJIRA,44279,FONSECA,ESTACION DE SERVICIO DEL NORTE,AYATAWACOOP,CALLE 13 No. 11 - 84,BIODIESEL EXTRA,6387,1,05/01/2018 12:00:00 AM
52,NARIÑO,52215,CORDOBA,ESTACION DE SERVICIO ARGELIA,TERPEL,CALLE 5 No. 5-81,BIODIESEL EXTRA,6760,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25426,MACHETA,ESTACION DE SERVICIO MACHETA,TERPEL,CALLE 2 No. 3-25,GASOLINA CORRIENTE OXIGENADA,9136,1,05/02/2018 12:00:00 AM
13,BOLIVAR,13001,CARTAGENA DE INDIAS,EDS TERPEL DOÑA MANUELA,TERPEL,TRANVERSAL 54 No. 41 D - 50,BIODIESEL EXTRA,7939,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76497,OBANDO,ESTACION DE SERVICIO DISTRACOM SANTA LUCIA,MOBIL,CARRERA  5 5 31,GASOLINA CORRIENTE OXIGENADA,8929,1,05/04/2018 12:00:00 AM
70,SUCRE,70265,GUARANDA,ESTACION DE SERVICIO GASOLINERA GUARANDA,TERPEL,CR 3 No. 11 A -26 BARRIO SAN VICENTE,GASOLINA CORRIENTE OXIGENADA,8350,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05088,BELLO,ESTACION DE SERVICIO TERPEL LA PALOMA,TERPEL,DIAGONAL 52 No.10-269,BIODIESEL EXTRA,8150,1,05/02/2018 12:00:00 AM
20,CESAR,20032,ASTREA,ESTACION DE SERVICIO MARIA MERCEDES LA Y,SAVE,CALLE 4 No. 5-30 SALIDA ASTREA,GASOLINA CORRIENTE OXIGENADA,8390,1,05/04/2018 12:00:00 AM
17,CALDAS,17388,LA MERCED,ESTACION DE SERVICIO LA MERCED,TERPEL,BARRIO LA TOSCANA,GASOLINA CORRIENTE OXIGENADA,9400,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05266,ENVIGADO,ESSO ENVIGADO,MOBIL,Carrera 43 A No 30 Sur - 9,BIODIESEL EXTRA,8350,1,05/02/2018 12:00:00 AM
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO GASOLINERA EL CASADOR,PETROMIL,VEREDA PASMINO DE SANTA BARBARA,GASOLINA CORRIENTE OXIGENADA,7507,1,05/05/2018 12:00:00 AM
15,BOYACA,15759,SOGAMOSO,ESTACION DE SERVICIO SANTA INES,MOBIL,CALLE 11 No. 15-42,BIOACEM AL 9%,9037,1,05/01/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,ESTACION DE SERVICIO LOS LAURELES LIMITADA,TERPEL,CARRERA 4 No. 6-02,BIODIESEL EXTRA,8190,1,05/03/2018 12:00:00 AM
41,HUILA,41359,ISNOS,ESTACION DE SERVICIO LOS IDOLOS,TERPEL,cra 3 no 1- 32,BIODIESEL EXTRA,8970,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76248,EL CERRITO,ESTACION DE SERVICIO EL PARAISO,TERPEL,Variante Carretera Central,BIODIESEL EXTRA,8290,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,PROVEEDORA DE SERVICIOS PARA AUTOMOTORES SA,MOBIL,CARRERA 70 No. 1-71,BIODIESEL EXTRA,8553,1,05/09/2018 12:00:00 AM
52,NARIÑO,52490,OLAYA HERRERA (BOCAS DE SATINGA),COMBUSTIBLES CODEMACO,TEXACO,VEREDA CODEMACO,GASOLINA CORRIENTE OXIGENADA,7930,1,05/03/2018 12:00:00 AM
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIO ESSO SERVIMOTOR,MOBIL,CARRERA 12 No 19 - 68,BIODIESEL EXTRA,8080,1,05/10/2018 12:00:00 AM
05,ANTIOQUIA,05250,EL BAGRE,ESTACION DE SERVICIO MINEROS,TEXACO,CARRERA 46 No. 46-01,GASOLINA CORRIENTE OXIGENADA,8598,1,08/14/2015 12:00:00 AM
08,ATLANTICO,08573,PUERTO COLOMBIA,EDS AUTOMOTRIZ LA TORCOROMA,PUMA,KILOMETRO 12 VIA AL MAR,GASOLINA EXTRA OXIGENADA,10990,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA TEXANA,MOBIL,AUTOPISTA NORTE No. 192-18-30,BIOACEM AL 9%,8214,1,05/01/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS ESSO CIUDAD SALITRE,MOBIL,CALLE 22C No. 68D-20,BIOACEM AL 9%,8370,1,05/02/2018 12:00:00 AM
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIO SERVICENTRO MATECAÑA,MOBIL,AVENIDA 30 DE AGOSTO No. 49-76,BIODIESEL EXTRA,8300,1,05/03/2018 12:00:00 AM
68,SANTANDER,68432,MALAGA,EDS TALAMEDA,BIOMAX,CARRERA 10 No. 21-19,GASOLINA CORRIENTE OXIGENADA,9155,1,05/09/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,EDS TERPEL CHIPICHAPE,TERPEL,Avenida 6 N No. 37 N - 12,GASOLINA EXTRA OXIGENADA,11280,1,05/02/2018 12:00:00 AM
86,PUTUMAYO,86568,PUERTO ASIS,VENTA DE COMBUSTIBLES LOS RECUERDOS,TERPEL,KILOMETRO 9 BOCANAS DEL GUAMUEZ,BIODIESEL EXTRA,7300,1,05/06/2018 12:00:00 AM
63,QUINDIO,63470,MONTENEGRO,ESTACION DE SERVICIO COOTRAM,BIOMAX,CARRERA 10 No. 18-40,GASOLINA CORRIENTE OXIGENADA,8950,1,05/02/2018 12:00:00 AM
17,CALDAS,17777,SUPIA,ESTACIÓN DE SERVICIO LA VEGA SUPIA,TEXACO,FINCA EL RECREO AL JULIA,BIODIESEL EXTRA,8395,1,04/06/2018 12:00:00 AM
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO EL COMBATE,BIOMAX,VEREDA PASMINIO DE SANTA BARBARA,GASOLINA CORRIENTE OXIGENADA,7500,1,05/08/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,COMBUSTIBLES PEGASO SAS,MOBIL,CARRERA 7 No. 70-31,GASOLINA EXTRA OXIGENADA,12030,1,05/02/2018 12:00:00 AM
19,CAUCA,19698,SANTANDER DE QUILICHAO,ESTACION DE SERVICIO TERPEL CAUCA,TERPEL,VEREDA MANDIVA KILOMETRO 66 VIA SANTANDER POPAYAN,GASOLINA CORRIENTE OXIGENADA,8900,1,05/03/2018 12:00:00 AM
86,PUTUMAYO,86568,PUERTO ASIS,SERVICENTRO SUR,TERPEL,Santa Ana via principal,GASOLINA CORRIENTE OXIGENADA,7270,1,05/01/2018 12:00:00 AM
95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,ESTACION DEL RIO,TERPEL,CALLE 6 No. 20-25,GASOLINA CORRIENTE OXIGENADA,9987,1,05/02/2018 12:00:00 AM
54,NORTE DE SANTANDER,54498,OCAÑA,ESTACION DE SERVICIO LOS BARBATUSCOS,COOMULPINORT,VIA VEREDAL COSTADO IZQUIERDO LLANO DE LOS TRIGOS,GASOLINA CORRIENTE OXIGENADA,6550,1,05/07/2018 12:00:00 AM
05,ANTIOQUIA,05376,LA CEJA,ESTACION DE SERVICIOS LOS CEDROS,TERPEL,Carrera 20 Calle 22-44,GASOLINA CORRIENTE OXIGENADA,9070,1,05/02/2018 12:00:00 AM
54,NORTE DE SANTANDER,54250,EL TARRA,ESTACION DE SERVICIO Y LUBRICANTES EL TARRA,COOMULPINORT,CARRETERA CENTRAL SECTOR LAS INDIAS VEREDA MOTILANDIA,GASOLINA CORRIENTE OXIGENADA,6550,1,03/06/2018 12:00:00 AM
68,SANTANDER,68001,BUCARAMANGA,TRANSPORTES COLOMBIA SA,TERPEL,Carrera 15 No. 3-86 San Rafael Tel: 6715549,GASOLINA EXTRA OXIGENADA,10990,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05318,GUARNE,ESTACION DE SERVICIO DISTRACOM BONANZA,TEXACO,CARRERA 53 CALLE 46A,GASOLINA CORRIENTE OXIGENADA,8790,1,05/04/2018 12:00:00 AM
44,LA GUAJIRA,44874,VILLANUEVA,ESTACION DE SERVICIO AUTOMOTRIZ LAS MULAS,AYATAWACOOP,CARRETERA NACIONAL SALIDA A VALLEDUPAR,GASOLINA CORRIENTE OXIGENADA,6770,1,04/02/2018 12:00:00 AM
20,CESAR,20400,LA JAGUA DE IBIRICO,ESTACION DE SERVICIO LA FE DE LA JAGUA,ECOS,VIA SALIDA A LAS PALMITAS,GASOLINA EXTRA,9000,1,05/07/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO GLOBOLLANTAS LTDA,MOBIL,Calle 10 No. 40-52,GASOLINA EXTRA OXIGENADA,11190,1,05/01/2018 12:00:00 AM
05,ANTIOQUIA,05615,CANON DE RIO CLARO,ZEUSS JOSE MARIA CORDOVA,ZEUSS,GLORIETA AEROPUERTO JOSE MARIA CORDOBA,BIODIESEL EXTRA,8640,1,05/03/2018 12:00:00 AM
17,CALDAS,17088,BELALCAZAR,ESTACION DE SERVICIO ACAPULCO BELALCAZAR,BIOMAX,VIA LA VIRGINIA VITERBO KILOMETRO 13,BIODIESEL EXTRA,8370,1,05/04/2018 12:00:00 AM
70,SUCRE,70233,EL ROBLE,ESTACION DE SERVICIO DORADA LAS TABLITAS,TEXACO,KILOMETRO 30 VIA SAMPUES - SAN BENITO ABAD,BIODIESEL EXTRA,8170,1,05/02/2018 12:00:00 AM
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIO MOBIL CAMIONERO,MOBIL,AVENIDA 30 DE AGOSTO No 28 - 15,GASOLINA EXTRA OXIGENADA,9060,1,05/10/2018 12:00:00 AM
76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO EL CAÑADUZAL,MOBIL,CARRERA 24A No. 1DN-04,BIODIESEL EXTRA,8262,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,PWR SERVICE,BIOMAX,Calle 5 No. 86 A - 08,GASOLINA CORRIENTE OXIGENADA,9150,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76892,YUMBO,ESTACION DE SERVICIO BIOCAR,BIOMAX,CARRERA 20G No. 14B-171,BIODIESEL EXTRA,8145,1,05/03/2018 12:00:00 AM
52,NARIÑO,52079,BARBACOAS,COMBUSTIBLES ADRIAN,TERPEL,Las Riveras del Río Telembí,GASOLINA CORRIENTE OXIGENADA,6950,1,10/06/2017 12:00:00 AM
50,META,50689,SAN MARTIN,ESTACION DE SERVICIO LLANO GRANDE,BIOMAX,CARRERA 6 No. 10-20,GASOLINA CORRIENTE OXIGENADA,9310,1,05/05/2018 12:00:00 AM
25,CUNDINAMARCA,25772,SUESCA,ESTACION DE SERVICIO AUTOMOTRIZ GUIMAR SUESCA,BIOMAX,CARRERA 4 No. 6-39,GASOLINA CORRIENTE OXIGENADA,9080,1,05/03/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,EDS SL LA CORDIALIDAD,PUMA,CALLE 99 B No. 6 - 55,GASOLINA CORRIENTE OXIGENADA,8720,1,05/03/2018 12:00:00 AM
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO AUTOMOTRIZ INCUBADORA SANTANDER,TERPEL,KILOMETRO 5 VIA PALENQUE,GASOLINA CORRIENTE OXIGENADA,8021,1,03/05/2018 12:00:00 AM
25,CUNDINAMARCA,25473,MOSQUERA,EDS AUTOGAS CRUCE MOSQUERA,MOBIL,CALLE 3 No. 4-40 46 ESTE,GASOLINA CORRIENTE OXIGENADA,8890,1,05/11/2018 12:00:00 AM
44,LA GUAJIRA,44378,HATONUEVO,ESTACIÓN DE SERVICIO AUTOMOTRIZ HESED,AYATAWACOOP,DELICIAS,GASOLINA CORRIENTE OXIGENADA,6721,1,05/01/2018 12:00:00 AM
20,CESAR,20045,BECERRIL,ESTACION DE SERVICIOS BECERRIL CESAR,TERPEL,Carrera 5 No. 6 - 81,GASOLINA CORRIENTE OXIGENADA,7600,1,05/08/2018 12:00:00 AM
19,CAUCA,19418,LOPEZ DE MICAY,ESTACION DE SERVICIO COMBUSTIBLES ZARAGOZA LTD,BIOMAX,CALLE DEL COMERCIO LOPEZ DE MICAY,GASOLINA CORRIENTE OXIGENADA,8386,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44855,URUMITA,ESTACION DE SERVICIO AUTOMOTRIZ SANTA RITA,DISCOWACOOP,CARRERA 1 No. 11-35 CARRETERA NACIONAL,GASOLINA CORRIENTE OXIGENADA,6412,1,05/01/2018 12:00:00 AM
25,CUNDINAMARCA,25815,TOCAIMA,SERVITOCAIMA,TERPEL,CALLE 6 No. 17-03,GASOLINA CORRIENTE OXIGENADA,9150,1,05/02/2018 12:00:00 AM
23,CORDOBA,23079,BUENAVISTA,EDS TERPEL FATIMA,TERPEL,R 25 TR 2513 PR 19 MAS 500 CTA TRONCAL OCCIDENTE VIA CAUCASIA,GASOLINA CORRIENTE OXIGENADA,8776,1,05/01/2018 12:00:00 AM
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIO DISTRACOM LAS AMERICAS,TEXACO,AVENIDA LAS AMERICAS CON CALLE 46,BIODIESEL EXTRA,8250,1,05/03/2018 12:00:00 AM
68,SANTANDER,68190,CIMITARRA,ESTACION DE SERVICIO LOS ALMENDROS,TERPEL,DIAGONAL 3 No. 13-35,BIODIESEL EXTRA,8402,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05664,SAN PEDRO DE LOS MILAGROS,ESTACION DE SERVICIO DISTRACOM LA PERLA,MOBIL,KILOMETRO 1 VIA SAN PEDRO,GASOLINA CORRIENTE OXIGENADA,8910,1,04/04/2018 12:00:00 AM
25,CUNDINAMARCA,25214,COTA,ESTACION DE SERVICIO RANCHO SABANA,PETROMIL,KM 4  VIA  SIBERIA COTA,BIOACEM AL 9%,8084,1,05/04/2018 12:00:00 AM
68,SANTANDER,68547,PIEDECUESTA,ESTACION DE SERVICIO LA ESPAÑOLITA,ESSO,LOTE 13 - 14 URBANIZACION SANTA LUCIA VEREDA MENSULI,BIODIESEL EXTRA,8210,1,05/07/2018 12:00:00 AM
76,VALLE DEL CAUCA,76147,CARTAGO,ESTACION DE SERVICIO EL LLANO,MOBIL,Carrera 4 No 18 - 23,GASOLINA EXTRA OXIGENADA,11790,1,05/02/2018 12:00:00 AM
27,CHOCO,27787,TADO,BOMBA SAN PEDRO DE TADO,PETROMIL,CARRERA 17 No. 9-25,GASOLINA CORRIENTE OXIGENADA,9200,1,05/02/2018 12:00:00 AM
13,BOLIVAR,13836,TURBACO,ESTACION DE SERVICIO INSERCAR,BIOMAX,VARIANTE A MAMONAL KILOMETRO 7-8,BIODIESEL EXTRA,8085,1,05/04/2018 12:00:00 AM
17,CALDAS,17088,BELALCAZAR,ESTACION DE SERVICIO ACAPULCO BELALCAZAR,BIOMAX,VIA LA VIRGINIA VITERBO KILOMETRO 13,GASOLINA EXTRA OXIGENADA,11500,1,05/04/2018 12:00:00 AM
52,NARIÑO,52835,TUMACO,EDS GASOLINERA CAICEDO 1,PETROMIL,LLORENTE,BIODIESEL EXTRA,7400,1,04/10/2018 12:00:00 AM
23,CORDOBA,23182,CHINU,ESTACION DE SERVICIO MOBIL 3,PETROMIL,CARRETERA TRONCAL VARIANTE,BIODIESEL EXTRA,7677,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25799,TENJO,BRIO MI ESTACION,BIOMAX,AUTOPISTA MEDELLIN KILOMETRO 12,GASOLINA EXTRA OXIGENADA,11370,1,05/04/2018 12:00:00 AM
63,QUINDIO,63001,ARMENIA,ESTACION DE SERVICIO LOS FUNDADORES,MOBIL,CALLE 35 ENTRE CARRERA 18 Y 19,BIODIESEL EXTRA,8140,1,05/10/2018 12:00:00 AM
52,NARIÑO,52378,LA CRUZ,ESTACION DE SERVICIO NIÑO JESUS DE PRAGA,PETROMIL,CORREGIMIENTO DE CABUYALES DE LA CRUZ,BIODIESEL EXTRA,6865,1,05/07/2018 12:00:00 AM
76,VALLE DEL CAUCA,76520,PALMIRA,EDS TERPEL PALMIRA,TERPEL,CALLE 42 CARRERA 43 ESQUINA,BIODIESEL EXTRA,8180,1,05/02/2018 12:00:00 AM
68,SANTANDER,68081,BARRANCABERMEJA,ESTACION DE SERVICIOS AUTOMOTRIZ LOS LAURELES BARRANCABERMEJA,BIOMAX,LOTE No. 9 A -16 MANZANA 2,GASOLINA EXTRA OXIGENADA,11300,1,05/07/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA RAYA,TERPEL,CARRERA 52 No. 14 SUR-04,GASOLINA CORRIENTE OXIGENADA,8610,1,05/02/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO DISTRACOM SAN ROQUE,TEXACO,CALLE 30 No. 32-13,BIODIESEL EXTRA,8190,1,05/02/2018 12:00:00 AM
50,META,50001,VILLAVICENCIO,ESTACION DE SERVICIO CIUDAD VILLAVICENCIO,MOBIL,Calle 23 No 35-29,GASOLINA CORRIENTE OXIGENADA,9170,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25214,COTA,EDS COOTRANSCOTA,PETROBRAS,Kilómetro 1 Vía Cota - Chia,BIOACEM AL 9%,8209,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,DISTRIBUIDORA  MOBIL VALLE DEL LILI LTDA,MOBIL,Calle 25 No.117-128,GASOLINA CORRIENTE OXIGENADA,9160,1,05/02/2018 12:00:00 AM
50,META,50573,PUERTO LOPEZ,ESTACION DE SERVICIO DISTRACOM LOS CAZADORES,BIOMAX,CALLE 6 No. 14-76,BIOACEM AL 9%,8139,1,05/03/2018 12:00:00 AM
95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,ESTACION DE SERVICIO EL PROGRESO NUMERO 1,BIOMAX,KILOMETRO 5 VIA SAN JOSE DEL GUAVIARE VEREDA AGUA BONITA,BIOACEM AL 9%,9350,1,05/07/2018 12:00:00 AM
13,BOLIVAR,13001,CARTAGENA DE INDIAS,ESTACION DE SERVICIO SAN JUDAS,MOBIL,URBANIZACION ANITA TRANSVERSAL 54 No. 32-16,GASOLINA EXTRA OXIGENADA,11500,1,05/08/2018 12:00:00 AM
76,VALLE DEL CAUCA,76823,TORO,ESTACION DE SERVICIO SAN CARLOS,BIOMAX,CARRERA 2 No. 15-102,BIODIESEL EXTRA,8506,1,05/04/2018 12:00:00 AM
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO COMBUSTIBLES LA COBRA,MOBIL,VEREDA SANTA RITA,BIODIESEL EXTRA,6200,1,08/01/2015 12:00:00 AM
52,NARIÑO,52250,EL CHARCO,FIBRAS Y COMBUSTIBLES EL INDIO,BIOMAX,VEREDA CAMPO ALEGRE,BIODIESEL EXTRA,7343,1,05/05/2018 12:00:00 AM
19,CAUCA,19022,ALMAGUER,EDS ALMAGUER,BIOMAX,CALLE 4 NO. 10-43,BIODIESEL EXTRA,8900,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS ESPIRITU SANTO,TERPEL,CALLE  22 SUR No. 12 B-94,BIOACEM AL 9%,7924,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05308,GIRARDOTA,ESTACION DE SERVICIO EL TRAPICHE,TEXACO,VEREDA SAN ANDRES PEAJE EL TRAPICHE,GASOLINA CORRIENTE OXIGENADA,8959,1,05/02/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO COMERCIALIZADORA DE COMBUSTIBLES DE LA VIA SAS,TERPEL,VIA 40 No. 51-270,GASOLINA EXTRA OXIGENADA,11260,1,05/02/2018 12:00:00 AM
20,CESAR,20013,AGUSTIN CODAZZI,ESTACION DE SERVICIO AUTOMOTRIZ EL TESORO,PUMA,Cra 16 No. 29-350,BIODIESEL EXTRA,8100,1,05/02/2018 12:00:00 AM
52,NARIÑO,52203,COLON (GENOVA),ESTACION DE SERVICIO DE VILLANUEVA,TERPEL,Corregimiento de Villa Nueva de Colón Genova,GASOLINA CORRIENTE OXIGENADA,7110,1,05/02/2018 12:00:00 AM
41,HUILA,41524,PALERMO,ESTACION DE SERVICIO DISTRACOM PALERMO,MOBIL,KILOMETRO 2 VIA NEIVA-PALERMO LOTE 1-A MANZANA A PARQUE INDUSTRIAL PALERMO,BIODIESEL EXTRA,8510,1,05/07/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SEDETRANS SA,MOBIL,CARRERA 110 No. 79-21,BIODIESEL EXTRA,8287,1,05/09/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AVENIDA 28,TERPEL,AVENIDA 28 No. 39B-67,BIOACEM AL 9%,8390,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS ESSO EL TRIANGULO,MOBIL,CARRERA 7 No. 59-47,GASOLINA CORRIENTE OXIGENADA,8520,1,05/02/2018 12:00:00 AM
73,TOLIMA,73001,IBAGUE,ESTACION SAN MARINO,TERPEL,CALLE 83 No. 8-117 SUR AVENIDA MIROLINDO,GASOLINA CORRIENTE OXIGENADA,8980,1,05/03/2018 12:00:00 AM
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,EDS ANDINA LA HORMIGA,TERPEL,CALLE 8 CARRERA 11 BARRIO MODELO,BIODIESEL EXTRA,7350,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05040,ANORI,ESTACION DE SERVICIO ANORI,TEXACO,CARRERA 35 Nº 31-189,GASOLINA CORRIENTE OXIGENADA,9050,1,03/07/2017 12:00:00 AM
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO SANTA SOFIA,TEXACO,AVENIDA CENTENARIO No. 40-50,BIODIESEL EXTRA,8470,1,05/08/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL AVENIDA BOYACA,TERPEL,AVENIDA CARRERA 72 No. 77A-15,GASOLINA EXTRA OXIGENADA,11300,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO EL PORTON - SANTIAGO DE CALI,BIOMAX,CALLE 70 No. 1-65,BIODIESEL EXTRA,8300,1,05/01/2018 12:00:00 AM
20,CESAR,20614,RIO DE ORO,ESTACION DE SERVICIO Y AUTOSERVICIO SAN CARLOS,PETROMIL,KILOMETRO 37 VIA A SAN ALBERTO LA MATA,BIODIESEL EXTRA,6500,1,05/12/2018 12:00:00 AM
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO CARIBE,TERPEL,CARRERA 15 No. 3-17,GASOLINA CORRIENTE OXIGENADA,8950,1,05/03/2018 12:00:00 AM
52,NARIÑO,52051,ARBOLEDA (BERRUECOS),ARBOLEDA BERRUECOS,MOBIL,BARRIO LOURDES,BIODIESEL EXTRA,6750,1,05/09/2018 12:00:00 AM
05,ANTIOQUIA,05854,VALDIVIA,EDS PUERTO RAUDAL,TERPEL,KILOMETRO 22 PUERTO RAUDAL,BIODIESEL EXTRA,8179,1,05/12/2018 12:00:00 AM
25,CUNDINAMARCA,25040,ANOLAIMA,ESTACION DE SERVICIO BIOMAX ANOLAIMA,BIOMAX,TRANS 12 N 3-64,GASOLINA CORRIENTE OXIGENADA,9080,1,05/03/2018 12:00:00 AM
20,CESAR,20060,BOSCONIA,EDS Virgen del Carmen No 1,ECOS,Cra 18 No. 21 - 77 Bosconia,BIODIESEL EXTRA,6100,1,05/02/2018 12:00:00 AM
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO DANIEL GARCIA,MOBIL,CALLE 31 No. 21-45 CARRERA 22 No. 30-32,GASOLINA CORRIENTE OXIGENADA,8943,1,05/02/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,EDS EL MILAGROSO,PUMA,CARRERA 04  No. 13B-299 SECTOR PESCADOR,GASOLINA CORRIENTE OXIGENADA,9090,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76892,YUMBO,EDS TERPEL MENGA,TERPEL,CALLE 10 No. 36 A - 160,GASOLINA CORRIENTE OXIGENADA,8590,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,SERVICENTRO ESSO NO43,MOBIL,Carrera 70 No.53-21,GASOLINA CORRIENTE OXIGENADA,8980,1,05/01/2018 12:00:00 AM
73,TOLIMA,73001,IBAGUE,ESTACION DE SERVICIO TERPEL -  LA AMONITA,TERPEL,KILOMETRO 1 ANTES CRUCE PAYANDE,BIODIESEL EXTRA,8010,1,05/05/2018 12:00:00 AM
20,CESAR,20001,VALLEDUPAR,EDS COSTA LINE,PETROMIL,CALLE 44 No. 18D-215,GASOLINA CORRIENTE OXIGENADA,7060,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76147,CARTAGO,EDS SAN FRANCISCO DE ASIS II,ESSO,PROYECTO PEREIRA LA VICTORIA KILOMETRO 70 VIA ZARAGOZA,GASOLINA EXTRA OXIGENADA,11810,1,05/04/2018 12:00:00 AM
